IMG_URL,NAME,PAGE,PCA1,PCA2,TPSA,MW,Predictions,DESC,FORM
assets/2021-09-20/16.svg,Chemical Space 16,,-1.773931535250251,-0.5883092659169495,52.6,182.17,0,Insert cool descriptions here if you want!,C9H10O4
assets/2021-09-20/17.svg,Chemical Space 17,,1.4937296947983423,-2.2596316375940164,63.6,168.15,1,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/18.svg,Chemical Space 18,,0.7012968876196263,0.7792816794265035,37.3,138.17,0,Insert cool descriptions here if you want!,C8H10O2
assets/2021-09-20/19.svg,Chemical Space 19,,-1.7055408013651259,-0.6500519840735994,26.3,158.58,3,Insert cool descriptions here if you want!,C7H7ClO2
assets/2021-09-20/20.svg,Chemical Space 20,,0.4659769922562378,3.802226211723338,35.53,126.11,3,Insert cool descriptions here if you want!,C6H6O3
assets/2021-09-20/21.svg,Chemical Space 21,,0.314724727348262,-0.8769061839477096,55.76,168.15,1,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/22.svg,Chemical Space 22,,-2.132512204982522,-1.1207275347423806,46.53,168.19,9,Insert cool descriptions here if you want!,C9H12O3
assets/2021-09-20/23.svg,Chemical Space 23,,-2.1636576882369583,1.6034155549336413,38.69,170.21,6,Insert cool descriptions here if you want!,C9H14O3
assets/2021-09-20/24.svg,Chemical Space 24,,-1.5304580944436394,-1.6039337884487481,63.6,144.13,4,Insert cool descriptions here if you want!,C6H8O4
assets/2021-09-20/25.svg,Chemical Space 25,,0.6632091215208302,-0.5064012376411943,63.6,166.13,5,Insert cool descriptions here if you want!,C8H6O4
assets/2021-09-20/26.svg,Chemical Space 26,,0.002323703637556817,2.2938679740845442,52.6,154.12,1,Insert cool descriptions here if you want!,C7H6O4
assets/2021-09-20/27.svg,Chemical Space 27,,-2.0801598412632827,3.766591899764253,40.13,45.02,4,Insert cool descriptions here if you want!,CHO2-
assets/2021-09-20/28.svg,Chemical Space 28,,4.7426019960931525,-0.47722937176598645,75.96,195.17,2,Insert cool descriptions here if you want!,C9H9NO4
assets/2021-09-20/29.svg,Chemical Space 29,,-2.0817978323385105,3.123700133960083,58.92,172.18,9,Insert cool descriptions here if you want!,C8H12O4
assets/2021-09-20/30.svg,Chemical Space 30,,4.218357385315619,0.2745368781012492,55.76,196.2,0,Insert cool descriptions here if you want!,C10H12O4
assets/2021-09-20/31.svg,Chemical Space 31,,-1.7106049838913107,-1.0337060908413847,46.53,144.17,3,Insert cool descriptions here if you want!,C7H12O3
assets/2021-09-20/32.svg,Chemical Space 32,,1.0265831375524535,0.450231903720169,37.3,124.14,8,Insert cool descriptions here if you want!,C7H8O2
assets/2021-09-20/33.svg,Chemical Space 33,,1.5768165612008114,0.10199922044772525,26.3,150.18,0,Insert cool descriptions here if you want!,C9H10O2
assets/2021-09-20/34.svg,Chemical Space 34,,-1.8007929850555895,0.7001033092238305,35.53,180.98,1,Insert cool descriptions here if you want!,C4H5BrO3
assets/2021-09-20/35.svg,Chemical Space 35,,1.4081443811216146,-0.4792519469723399,55.76,156.14,8,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/36.svg,Chemical Space 36,,-2.146099128076864,5.606599217064977,0.0,16.04,7,Insert cool descriptions here if you want!,CH4
assets/2021-09-20/37.svg,Chemical Space 37,,-1.609161177253187,-0.6297427334389506,55.76,160.17,2,Insert cool descriptions here if you want!,C7H12O4
assets/2021-09-20/38.svg,Chemical Space 38,,-1.3354477729841567,0.6561142804796832,17.07,78.5,6,Insert cool descriptions here if you want!,C2H3ClO
assets/2021-09-20/39.svg,Chemical Space 39,,-1.6054201368532115,-1.0735056637447453,63.6,178.21,3,Insert cool descriptions here if you want!,C6H10O4S
assets/2021-09-20/40.svg,Chemical Space 40,,0.07554179730881912,1.092012694273909,63.6,156.14,3,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/41.svg,Chemical Space 41,,-1.6993747165754352,-1.2034596014906478,55.76,146.14,7,Insert cool descriptions here if you want!,C6H10O4
assets/2021-09-20/42.svg,Chemical Space 42,,2.299710212620562,-0.28245495300785656,43.37,162.14,4,Insert cool descriptions here if you want!,C9H6O3
assets/2021-09-20/43.svg,Chemical Space 43,,-2.2122965935231145,-2.883636751653444,63.6,170.16,2,Insert cool descriptions here if you want!,C8H10O4
assets/2021-09-20/44.svg,Chemical Space 44,,0.2744681048880937,2.654476993690607,29.46,140.18,6,Insert cool descriptions here if you want!,C8H12O2
assets/2021-09-20/45.svg,Chemical Space 45,,-1.239262852100571,-1.9581580159437872,63.6,156.14,9,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/46.svg,Chemical Space 46,,-1.5898103344677685,-0.35828065329759007,55.76,194.19,8,Insert cool descriptions here if you want!,C10H10O4
assets/2021-09-20/47.svg,Chemical Space 47,,-0.14613864138630758,-1.7896688714969127,87.45,169.14,8,Insert cool descriptions here if you want!,C7H7NO4
assets/2021-09-20/48.svg,Chemical Space 48,,1.050648520325954,0.40926342590614456,63.6,180.16,0,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/49.svg,Chemical Space 49,,-1.7841021137980304,-1.254667091600311,55.76,184.19,2,Insert cool descriptions here if you want!,C9H12O4
assets/2021-09-20/50.svg,Chemical Space 50,,-2.504552973354703,-1.8094756324506422,66.76,170.16,3,Insert cool descriptions here if you want!,C8H10O4
assets/2021-09-20/51.svg,Chemical Space 51,,0.7017538071404658,-0.7406335653471954,74.6,168.15,8,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/52.svg,Chemical Space 52,,-1.2416127156851593,-0.3697561596208304,37.3,74.08,1,Insert cool descriptions here if you want!,C3H6O2
assets/2021-09-20/53.svg,Chemical Space 53,,-2.4717120442779548,-3.350154707000728,63.6,184.19,9,Insert cool descriptions here if you want!,C9H12O4
assets/2021-09-20/54.svg,Chemical Space 54,,1.4946177899807152,0.867808298261381,55.76,186.14,5,Insert cool descriptions here if you want!,C8H7FO4
assets/2021-09-20/55.svg,Chemical Space 55,,3.020279451779201,1.7026297629931872,44.76,196.2,6,Insert cool descriptions here if you want!,C10H12O4
assets/2021-09-20/56.svg,Chemical Space 56,,3.977222752143382,-1.1960638821293663,54.37,196.23,4,Insert cool descriptions here if you want!,C9H8O3S
assets/2021-09-20/57.svg,Chemical Space 57,,0.3538793571870576,1.2213808122323808,74.6,168.15,3,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/58.svg,Chemical Space 58,,1.841900828233085,1.0775147933584996,63.6,164.12,3,Insert cool descriptions here if you want!,C8H4O4
assets/2021-09-20/59.svg,Chemical Space 59,,-1.4250876860993729,-2.2968199135107548,80.67,158.11,5,Insert cool descriptions here if you want!,C6H6O5
assets/2021-09-20/60.svg,Chemical Space 60,,1.4728318064772608,-0.19506612209421195,52.6,168.15,7,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/61.svg,Chemical Space 61,,1.7721482401088697,0.5985474530473974,54.37,162.14,0,Insert cool descriptions here if you want!,C9H6O3
assets/2021-09-20/62.svg,Chemical Space 62,,-1.8989409437635494,2.9642759379809736,37.3,46.02,8,Insert cool descriptions here if you want!,CH2O2
assets/2021-09-20/63.svg,Chemical Space 63,,-2.4448134340764365,-0.86550891937144,26.3,146.57,6,Insert cool descriptions here if you want!,C6H7ClO2
assets/2021-09-20/64.svg,Chemical Space 64,,-1.509469089205096,-1.6686051750133784,46.53,156.18,6,Insert cool descriptions here if you want!,C8H12O3
assets/2021-09-20/65.svg,Chemical Space 65,,-2.280709732617929,1.432328529381364,26.3,164.2,8,Insert cool descriptions here if you want!,C10H12O2
assets/2021-09-20/66.svg,Chemical Space 66,,-1.906021795482735,-1.0113332557838879,26.3,179.01,5,Insert cool descriptions here if you want!,C5H7BrO2
assets/2021-09-20/67.svg,Chemical Space 67,,1.3524093256902898,0.5788084929002608,37.3,96.08,8,Insert cool descriptions here if you want!,C5H4O2
assets/2021-09-20/68.svg,Chemical Space 68,,-2.7097853270271544,0.7048507826604936,37.3,140.18,9,Insert cool descriptions here if you want!,C8H12O2
assets/2021-09-20/69.svg,Chemical Space 69,,-2.404517939431902,-2.311763226016215,63.6,194.19,4,Insert cool descriptions here if you want!,C10H10O4
assets/2021-09-20/70.svg,Chemical Space 70,,4.054023284683272,-0.3853878098122501,74.6,166.13,4,Insert cool descriptions here if you want!,C8H6O4
assets/2021-09-20/71.svg,Chemical Space 71,,0.2496751025088739,0.7951866194942657,37.3,84.07,0,Insert cool descriptions here if you want!,C4H4O2
assets/2021-09-20/72.svg,Chemical Space 72,,-1.4240631034856785,-2.157916141680273,80.67,158.11,5,Insert cool descriptions here if you want!,C6H6O5
assets/2021-09-20/73.svg,Chemical Space 73,,3.5333433005706714,-0.586988546392228,66.4,179.17,8,Insert cool descriptions here if you want!,C9H9NO3
assets/2021-09-20/74.svg,Chemical Space 74,,-2.141013183135895,-1.383286845578275,63.6,200.22,1,Insert cool descriptions here if you want!,C8H8O4S
assets/2021-09-20/75.svg,Chemical Space 75,,0.40586136770813325,-0.5316245602502414,43.37,164.16,4,Insert cool descriptions here if you want!,C9H8O3
assets/2021-09-20/76.svg,Chemical Space 76,,0.41246871328306384,-1.3797855235156509,75.96,195.17,6,Insert cool descriptions here if you want!,C9H9NO4
assets/2021-09-20/77.svg,Chemical Space 77,,0.22505041418088326,1.0292901308964983,43.37,140.14,8,Insert cool descriptions here if you want!,C7H8O3
assets/2021-09-20/78.svg,Chemical Space 78,,2.8546352105941932,-1.1612896036231812,43.37,164.16,7,Insert cool descriptions here if you want!,C9H8O3
assets/2021-09-20/79.svg,Chemical Space 79,,0.9031334649650244,0.15346904546890636,66.76,184.19,5,Insert cool descriptions here if you want!,C9H12O4
assets/2021-09-20/80.svg,Chemical Space 80,,-1.467973955652283,1.0308278575391792,61.09,85.06,3,Insert cool descriptions here if you want!,C3H3NO2
assets/2021-09-20/81.svg,Chemical Space 81,,4.452801141283662,-0.5459908076319607,50.09,161.16,3,Insert cool descriptions here if you want!,C9H7NO2
assets/2021-09-20/82.svg,Chemical Space 82,,0.7549341652044096,2.905512823895186,43.37,150.13,6,Insert cool descriptions here if you want!,C8H6O3
assets/2021-09-20/83.svg,Chemical Space 83,,1.3656733729592936,0.04452544107593104,52.6,178.14,9,Insert cool descriptions here if you want!,C9H6O4
assets/2021-09-20/84.svg,Chemical Space 84,,-2.4507048301769996,-0.8738830484107625,26.3,238.02,5,Insert cool descriptions here if you want!,C6H7IO2
assets/2021-09-20/85.svg,Chemical Space 85,,-2.292624196809945,-1.2995797289048685,49.36,155.17,6,Insert cool descriptions here if you want!,C8H11O3-
assets/2021-09-20/86.svg,Chemical Space 86,,-2.485702406208254,-0.4775666735200299,52.6,170.16,4,Insert cool descriptions here if you want!,C8H10O4
assets/2021-09-20/87.svg,Chemical Space 87,,3.141347307647304,1.9144194740734128,70.32,177.16,0,Insert cool descriptions here if you want!,C9H7NO3
assets/2021-09-20/88.svg,Chemical Space 88,,-1.2390239183397842,-0.8846249628897848,52.6,128.08,8,Insert cool descriptions here if you want!,C5H4O4
assets/2021-09-20/89.svg,Chemical Space 89,,-3.017414714233881,2.198296340301376,17.07,122.17,8,Insert cool descriptions here if you want!,C8H10O
assets/2021-09-20/90.svg,Chemical Space 90,,-2.528664879587838,-2.221459360044603,54.37,154.16,3,Insert cool descriptions here if you want!,C8H10O3
assets/2021-09-20/91.svg,Chemical Space 91,,-2.4895527681413627,-1.987875886356415,43.37,172.15,3,Insert cool descriptions here if you want!,C8H9FO3
assets/2021-09-20/92.svg,Chemical Space 92,,-1.1667911104204052,0.28774338116215553,57.53,104.1,7,Insert cool descriptions here if you want!,C4H8O3
assets/2021-09-20/93.svg,Chemical Space 93,,-2.4858283936111576,-1.8577188394497761,63.6,170.16,0,Insert cool descriptions here if you want!,C8H10O4
assets/2021-09-20/94.svg,Chemical Space 94,,4.660645155797347,-1.4350170963726847,78.62,195.17,1,Insert cool descriptions here if you want!,C9H9NO4
assets/2021-09-20/95.svg,Chemical Space 95,,-1.0519437822475777,-0.9922616591566386,37.3,60.05,2,Insert cool descriptions here if you want!,C2H4O2
assets/2021-09-20/96.svg,Chemical Space 96,,-1.080130692259981,1.0387135647107781,46.53,187.92,5,Insert cool descriptions here if you want!,CHIO3
assets/2021-09-20/97.svg,Chemical Space 97,,-2.387299581234864,2.157499178719678,75.96,197.19,5,Insert cool descriptions here if you want!,C9H11NO4
assets/2021-09-20/98.svg,Chemical Space 98,,4.199084298420202,-0.32382025392118424,54.37,164.16,3,Insert cool descriptions here if you want!,C9H8O3
assets/2021-09-20/99.svg,Chemical Space 99,,0.8080806356669505,0.5492785361440513,63.6,168.15,4,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/100.svg,Chemical Space 100,,0.5972230028384151,-0.6669004004817368,74.6,168.15,4,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/101.svg,Chemical Space 101,,4.639849461623176,-0.8646656765503998,63.6,190.15,8,Insert cool descriptions here if you want!,C10H6O4
assets/2021-09-20/102.svg,Chemical Space 102,,-2.0427477053629763,-1.5762211912639013,43.37,142.15,4,Insert cool descriptions here if you want!,C7H10O3
assets/2021-09-20/103.svg,Chemical Space 103,,-2.572814747291374,1.0057432990217359,69.92,158.15,5,Insert cool descriptions here if you want!,C7H10O4
assets/2021-09-20/104.svg,Chemical Space 104,,-2.146079601995075,0.5680623405657054,17.07,108.14,1,Insert cool descriptions here if you want!,C7H8O
assets/2021-09-20/105.svg,Chemical Space 105,,-1.6926719002063861,-1.2078524337476697,63.6,172.18,3,Insert cool descriptions here if you want!,C8H12O4
assets/2021-09-20/106.svg,Chemical Space 106,,-2.0666300473907238,1.6412817510007556,46.53,172.22,2,Insert cool descriptions here if you want!,C9H16O3
assets/2021-09-20/107.svg,Chemical Space 107,,-2.2013323083635847,0.8730161749149079,54.37,168.19,2,Insert cool descriptions here if you want!,C9H12O3
assets/2021-09-20/108.svg,Chemical Space 108,,4.828958692245052,-0.24010059679657014,37.3,136.15,6,Insert cool descriptions here if you want!,C8H8O2
assets/2021-09-20/109.svg,Chemical Space 109,,-2.488719667028293,-0.6024682198679483,52.6,184.19,3,Insert cool descriptions here if you want!,C9H12O4
assets/2021-09-20/110.svg,Chemical Space 110,,4.789265873748271,-1.0801794371818705,63.6,198.15,8,Insert cool descriptions here if you want!,C9H7FO4
assets/2021-09-20/111.svg,Chemical Space 111,,-2.0150565297969276,-2.093493513473192,75.96,183.16,0,Insert cool descriptions here if you want!,C8H9NO4
assets/2021-09-20/112.svg,Chemical Space 112,,-2.2726808128395093,0.6142766311830457,55.76,198.22,1,Insert cool descriptions here if you want!,C10H14O4
assets/2021-09-20/113.svg,Chemical Space 113,,-0.2058177617733011,-0.7728417176192448,63.6,180.16,5,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/114.svg,Chemical Space 114,,3.5013434978050038,0.21650072949396792,34.14,162.19,4,Insert cool descriptions here if you want!,C10H10O2
assets/2021-09-20/115.svg,Chemical Space 115,,-1.7819724953697669,-0.1052988137069761,46.53,200.26,7,Insert cool descriptions here if you want!,C9H12O3S
assets/2021-09-20/116.svg,Chemical Space 116,,-2.1272333013964295,1.2954851541934824,29.46,152.19,1,Insert cool descriptions here if you want!,C9H12O2
assets/2021-09-20/117.svg,Chemical Space 117,,-1.7165837852057941,0.5068174697333526,44.76,186.21,6,Insert cool descriptions here if you want!,C9H14O4
assets/2021-09-20/118.svg,Chemical Space 118,,-1.4895932107467884,0.6165406496911031,64.63,147.13,2,Insert cool descriptions here if you want!,C5H9NO4
assets/2021-09-20/119.svg,Chemical Space 119,,-2.0468667815998245,-1.5889681590454587,43.37,128.13,1,Insert cool descriptions here if you want!,C6H8O3
assets/2021-09-20/120.svg,Chemical Space 120,,-1.888902221816362,-1.6108029173899967,63.6,158.15,8,Insert cool descriptions here if you want!,C7H10O4
assets/2021-09-20/121.svg,Chemical Space 121,,2.957615117821623,0.23091138162446082,55.76,210.23,2,Insert cool descriptions here if you want!,C11H14O4
assets/2021-09-20/122.svg,Chemical Space 122,,0.5813519340133093,-0.2846085794394272,55.76,182.17,2,Insert cool descriptions here if you want!,C9H10O4
assets/2021-09-20/123.svg,Chemical Space 123,,-1.907297259765926,-2.363473538190096,63.6,249.06,9,Insert cool descriptions here if you want!,C8H9BrO4
assets/2021-09-20/124.svg,Chemical Space 124,,0.9151183928757565,-0.31382077676549974,63.6,182.17,9,Insert cool descriptions here if you want!,C9H10O4
assets/2021-09-20/125.svg,Chemical Space 125,,0.8966478730818916,0.06090226396531078,58.56,181.19,5,Insert cool descriptions here if you want!,C9H11NO3
assets/2021-09-20/126.svg,Chemical Space 126,,0.48746639329353325,-2.355374646359063,63.6,142.11,3,Insert cool descriptions here if you want!,C6H6O4
assets/2021-09-20/127.svg,Chemical Space 127,,-1.7731041227409756,1.9025610656439418,26.3,74.08,7,Insert cool descriptions here if you want!,C3H6O2
assets/2021-09-20/128.svg,Chemical Space 128,,-1.5733586134841688,-1.0529766470129462,52.6,156.14,9,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/129.svg,Chemical Space 129,,1.2023322401289187,-1.9814632260864604,63.6,180.16,4,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/130.svg,Chemical Space 130,,1.4435358580140443,-0.16678946531239397,35.53,140.14,8,Insert cool descriptions here if you want!,C7H8O3
assets/2021-09-20/131.svg,Chemical Space 131,,1.4135601722065363,1.4532587035363456,46.53,231.04,1,Insert cool descriptions here if you want!,C8H7BrO3
assets/2021-09-20/132.svg,Chemical Space 132,,-1.583883282514529,-2.8186653217236426,63.6,178.57,3,Insert cool descriptions here if you want!,C6H7ClO4
assets/2021-09-20/133.svg,Chemical Space 133,,-1.1815204536859916,-1.8160720157976182,63.6,156.14,7,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/134.svg,Chemical Space 134,,-2.827716213062611,0.8947210018743473,34.14,138.17,3,Insert cool descriptions here if you want!,C8H10O2
assets/2021-09-20/135.svg,Chemical Space 135,,0.1254797048150278,1.3978668277999025,57.53,214.29,9,Insert cool descriptions here if you want!,C10H14O3S
assets/2021-09-20/136.svg,Chemical Space 136,,-0.1244802053239377,0.17905714571483916,52.6,214.24,9,Insert cool descriptions here if you want!,C9H10O4S
assets/2021-09-20/137.svg,Chemical Space 137,,-2.4742948578154267,0.22959031156009854,46.53,182.22,3,Insert cool descriptions here if you want!,C10H14O3
assets/2021-09-20/138.svg,Chemical Space 138,,-1.4726924992532822,-0.47170404304959485,77.43,103.05,3,Insert cool descriptions here if you want!,C3H3O4-
assets/2021-09-20/139.svg,Chemical Space 139,,-2.404427654781124,0.5158034684418034,55.76,172.18,0,Insert cool descriptions here if you want!,C8H12O4
assets/2021-09-20/140.svg,Chemical Space 140,,-2.0803932962558616,1.2731854612721953,26.3,138.17,7,Insert cool descriptions here if you want!,C8H10O2
assets/2021-09-20/141.svg,Chemical Space 141,,0.7496348836672964,-0.1726102714955058,55.76,184.19,7,Insert cool descriptions here if you want!,C9H12O4
assets/2021-09-20/142.svg,Chemical Space 142,,-1.6198158716344078,-0.19621198129480147,34.14,100.12,5,Insert cool descriptions here if you want!,C5H8O2
assets/2021-09-20/143.svg,Chemical Space 143,,3.0676851775688134,-0.2565033853153251,63.6,276.27,5,Insert cool descriptions here if you want!,C9H9O4PS2
assets/2021-09-20/144.svg,Chemical Space 144,,-0.9838849542860674,0.3731971003692736,55.76,158.15,6,Insert cool descriptions here if you want!,C7H10O4
assets/2021-09-20/145.svg,Chemical Space 145,,-2.351743934306501,2.2674498627358983,54.37,140.14,8,Insert cool descriptions here if you want!,C7H8O3
assets/2021-09-20/146.svg,Chemical Space 146,,-2.320797615060243,0.07890188635396148,63.6,180.16,2,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/147.svg,Chemical Space 147,,-2.708474486752122,-0.6740683673608402,26.3,150.18,5,Insert cool descriptions here if you want!,C9H10O2
assets/2021-09-20/148.svg,Chemical Space 148,,-1.521471898765186,2.4538389722674867,65.37,90.06,6,Insert cool descriptions here if you want!,C2H4NO3-
assets/2021-09-20/149.svg,Chemical Space 149,,0.8430596722489929,-0.7515480033327417,52.6,168.15,3,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/150.svg,Chemical Space 150,,-2.7613246177091524,2.5118793571098332,43.37,186.23,1,Insert cool descriptions here if you want!,C8H10O3S
assets/2021-09-20/151.svg,Chemical Space 151,,4.0417255588421375,-0.4665146002363825,43.37,192.21,5,Insert cool descriptions here if you want!,C11H12O3
assets/2021-09-20/152.svg,Chemical Space 152,,4.323776167800271,-0.4927611318961578,63.6,226.25,1,Insert cool descriptions here if you want!,C10H10O4S
assets/2021-09-20/153.svg,Chemical Space 153,,-2.5951661499880556,-1.1262800369008497,54.37,166.18,0,Insert cool descriptions here if you want!,C9H10O3
assets/2021-09-20/154.svg,Chemical Space 154,,-1.424206233351389,0.004502371809564285,63.6,128.08,0,Insert cool descriptions here if you want!,C5H4O4
assets/2021-09-20/155.svg,Chemical Space 155,,0.16533564102241632,1.9917928514379268,55.76,216.26,3,Insert cool descriptions here if you want!,C9H12O4S
assets/2021-09-20/156.svg,Chemical Space 156,,1.1678382393236821,-1.916968263688899,63.6,180.16,4,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/157.svg,Chemical Space 157,,-1.7904783559871393,2.4846694375169425,50.09,141.17,1,Insert cool descriptions here if you want!,C7H11NO2
assets/2021-09-20/158.svg,Chemical Space 158,,0.7353887194824076,0.9334023026490611,66.76,196.2,0,Insert cool descriptions here if you want!,C10H12O4
assets/2021-09-20/159.svg,Chemical Space 159,,-2.2930106947017768,-0.03913390546694138,57.53,156.18,9,Insert cool descriptions here if you want!,C8H12O3
assets/2021-09-20/160.svg,Chemical Space 160,,2.661904607269702,2.1029982877033633,38.69,182.22,3,Insert cool descriptions here if you want!,C10H14O3
assets/2021-09-20/161.svg,Chemical Space 161,,-1.6397409473544198,0.34642331121185305,34.14,96.08,2,Insert cool descriptions here if you want!,C5H4O2
assets/2021-09-20/162.svg,Chemical Space 162,,-2.3564538183745487,-1.3252306034109376,26.3,112.13,5,Insert cool descriptions here if you want!,C6H8O2
assets/2021-09-20/163.svg,Chemical Space 163,,0.059187580256882144,0.5232264054385377,55.76,156.14,4,Insert cool descriptions here if you want!,C7H8O4
assets/2021-09-20/164.svg,Chemical Space 164,,1.348785819713735,1.4780926746195528,46.53,164.16,8,Insert cool descriptions here if you want!,C9H8O3
assets/2021-09-20/165.svg,Chemical Space 165,,1.3922188444304588,0.4767866699336744,63.6,168.15,9,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/166.svg,Chemical Space 166,,-1.5872018238997603,-2.8290606974190102,63.6,162.12,6,Insert cool descriptions here if you want!,C6H7FO4
assets/2021-09-20/167.svg,Chemical Space 167,,-2.430017346915675,-2.025791099352682,46.53,170.21,3,Insert cool descriptions here if you want!,C9H14O3
assets/2021-09-20/168.svg,Chemical Space 168,,4.747592872169751,-0.9072911951237315,46.53,184.17,3,Insert cool descriptions here if you want!,C9H9FO3
assets/2021-09-20/169.svg,Chemical Space 169,,0.20254548217696966,0.8556751645822983,63.6,224.24,6,Insert cool descriptions here if you want!,C10H8O4S
assets/2021-09-20/170.svg,Chemical Space 170,,-2.3982227283718878,-0.11872561343020659,52.6,180.16,1,Insert cool descriptions here if you want!,C9H8O4
assets/2021-09-20/171.svg,Chemical Space 171,,1.7307559864583462,-0.36778611126698196,52.6,168.15,7,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/172.svg,Chemical Space 172,,1.5659590232072391,-1.6861432959091849,63.6,212.23,4,Insert cool descriptions here if you want!,C9H8O4S
assets/2021-09-20/173.svg,Chemical Space 173,,1.064105200848594,1.1950185262099935,63.6,168.15,6,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/174.svg,Chemical Space 174,,0.6590990305290126,2.5976634485209056,55.76,168.15,5,Insert cool descriptions here if you want!,C8H8O4
assets/2021-09-20/175.svg,Chemical Space 175,,-0.37890151946522393,4.735609000842988,9.23,250.08,4,Insert cool descriptions here if you want!,C8H11IO
assets/2021-09-20/176.svg,Chemical Space 176,,-2.0550181445182982,-0.7992738184634498,54.37,168.19,0,Insert cool descriptions here if you want!,C9H12O3
assets/2021-09-20/177.svg,Chemical Space 177,,-1.4650382505221784,3.095997487557376,29.46,140.96,0,Insert cool descriptions here if you want!,C2H5BrO2
assets/2021-09-20/178.svg,Chemical Space 178,,-1.8065655241550145,-1.199347866716732,74.6,172.18,6,Insert cool descriptions here if you want!,C8H12O4
assets/2021-09-20/179.svg,Chemical Space 179,,-0.5772627101394147,1.945659939959664,46.53,192.21,6,Insert cool descriptions here if you want!,C11H12O3
assets/2021-09-20/180.svg,Chemical Space 180,,0.2631219387353293,2.9289753996268333,49.69,156.18,7,Insert cool descriptions here if you want!,C8H12O3
assets/2021-09-20/181.svg,Chemical Space 181,,-1.9073516533684964,-1.6957834701895542,54.37,156.18,3,Insert cool descriptions here if you want!,C8H12O3
assets/2021-09-20/182.svg,Chemical Space 182,,5.114735733571838,-1.0656826026264294,63.6,198.2,4,Insert cool descriptions here if you want!,C8H6O4S
